image_path,label
data/flower_images\Sunflower\78411e06c7.jpg,Sunflower
data/flower_images\Orchid\7179181817.jpg,Orchid
data/flower_images\Sunflower\ab2bfcd886.jpg,Sunflower
data/flower_images\Lilly\1e747772c8.jpg,Lilly
data/flower_images\Tulip\9463d512c2.jpg,Tulip
data/flower_images\Tulip\0abfa5bbad.jpg,Tulip
data/flower_images\Lotus\e303975347.jpg,Lotus
data/flower_images\Lotus\b94c3ecfa6.jpg,Lotus
data/flower_images\Sunflower\f4ce09f885.jpg,Sunflower
data/flower_images\Sunflower\650921802c.jpg,Sunflower
data/flower_images\Lilly\8a8c27d93c.jpg,Lilly
data/flower_images\Lotus\71d670c1d1.jpg,Lotus
data/flower_images\Orchid\4678afeeae.jpg,Orchid
data/flower_images\Sunflower\245c3601e4.jpg,Sunflower
data/flower_images\Orchid\d16a73129f.jpg,Orchid
data/flower_images\Tulip\c8beee2ff9.jpg,Tulip
data/flower_images\Lotus\ed35fb5039.jpg,Lotus
data/flower_images\Lilly\a0957ec347.jpg,Lilly
data/flower_images\Tulip\ce12b5e0e1.jpg,Tulip
data/flower_images\Lilly\5172ad48cf.jpg,Lilly
data/flower_images\Tulip\360e3a742c.jpg,Tulip
data/flower_images\Tulip\b47923ed19.jpg,Tulip
data/flower_images\Lotus\558fa356d0.jpg,Lotus
data/flower_images\Lilly\6c9542afad.jpg,Lilly
data/flower_images\Tulip\5d299015d0.jpg,Tulip
data/flower_images\Lilly\1cc501a2ea.jpg,Lilly
data/flower_images\Sunflower\0a2d5a8ca6.jpg,Sunflower
data/flower_images\Lilly\294f62d399.jpg,Lilly
data/flower_images\Orchid\2d5b3e76c0.jpg,Orchid
data/flower_images\Sunflower\7529da677f.jpg,Sunflower
data/flower_images\Lilly\184f73e80f.jpg,Lilly
data/flower_images\Orchid\e96251d986.jpg,Orchid
data/flower_images\Sunflower\3b1cba7267.jpg,Sunflower
data/flower_images\Orchid\409fa92e47.jpg,Orchid
data/flower_images\Sunflower\2c816ef58a.jpg,Sunflower
data/flower_images\Sunflower\67a924255f.jpg,Sunflower
data/flower_images\Orchid\2b533eb07c.jpg,Orchid
data/flower_images\Orchid\a4ae086201.jpg,Orchid
data/flower_images\Lotus\f11a48ce08.jpg,Lotus
data/flower_images\Lotus\c60eb3796d.jpg,Lotus
data/flower_images\Tulip\47b1cad137.jpg,Tulip
data/flower_images\Orchid\471a0a72a5.jpg,Orchid
data/flower_images\Lilly\001ff6644e.jpg,Lilly
data/flower_images\Sunflower\48ab126bed.jpg,Sunflower
data/flower_images\Tulip\f62084bf47.jpg,Tulip
data/flower_images\Lotus\f160ee00c7.jpg,Lotus
data/flower_images\Lilly\ebf6a04995.jpg,Lilly
data/flower_images\Tulip\48d4522823.jpg,Tulip
data/flower_images\Orchid\b611d354a6.jpg,Orchid
data/flower_images\Tulip\6db95a54e1.jpg,Tulip
data/flower_images\Lotus\1ab941d933.jpg,Lotus
data/flower_images\Sunflower\f5d32aebd1.jpg,Sunflower
data/flower_images\Lilly\9509bc69dc.jpg,Lilly
data/flower_images\Lotus\b7305546f9.jpg,Lotus
data/flower_images\Sunflower\72fcddb9d2.jpg,Sunflower
data/flower_images\Orchid\ed0fe9a2ab.jpg,Orchid
data/flower_images\Tulip\33607d09da.jpg,Tulip
data/flower_images\Sunflower\67a2753f88.jpg,Sunflower
data/flower_images\Lotus\96c76bb4b1.jpg,Lotus
data/flower_images\Sunflower\f370c82e6a.jpg,Sunflower
data/flower_images\Lilly\3816803c11.jpg,Lilly
data/flower_images\Lilly\c399714168.jpg,Lilly
data/flower_images\Lotus\6ae8884b8d.jpg,Lotus
data/flower_images\Sunflower\c398a95fda.jpg,Sunflower
data/flower_images\Orchid\0a3cb9a0f6.jpg,Orchid
data/flower_images\Orchid\d7d4af4a16.jpg,Orchid
data/flower_images\Tulip\851271e5d8.jpg,Tulip
data/flower_images\Sunflower\7f92b527e5.jpg,Sunflower
data/flower_images\Sunflower\ceb6d67df2.jpg,Sunflower
data/flower_images\Lotus\94a5992d50.jpg,Lotus
data/flower_images\Lilly\2dcf75cc39.jpg,Lilly
data/flower_images\Tulip\b9478aef53.jpg,Tulip
data/flower_images\Tulip\4301666258.jpg,Tulip
data/flower_images\Tulip\ec35a80185.jpg,Tulip
data/flower_images\Lotus\57ac816e1e.jpg,Lotus
data/flower_images\Orchid\02f19016b6.jpg,Orchid
data/flower_images\Lilly\4904264328.jpg,Lilly
data/flower_images\Lilly\14a9fd92a7.jpg,Lilly
data/flower_images\Sunflower\e08e620eb5.jpg,Sunflower
data/flower_images\Lotus\16474f6557.jpg,Lotus
data/flower_images\Lilly\651b645c81.jpg,Lilly
data/flower_images\Lilly\9228a9d2c4.jpg,Lilly
data/flower_images\Lotus\5e92978fee.jpg,Lotus
data/flower_images\Tulip\fdd0fffd19.jpg,Tulip
data/flower_images\Tulip\158bc67b8d.jpg,Tulip
data/flower_images\Orchid\90de27db49.jpg,Orchid
data/flower_images\Lotus\04b869bda4.jpg,Lotus
data/flower_images\Tulip\e4d38d51e7.jpg,Tulip
data/flower_images\Sunflower\0149ff68c5.jpg,Sunflower
data/flower_images\Tulip\c9ff0a8e70.jpg,Tulip
data/flower_images\Tulip\64dff5db21.jpg,Tulip
data/flower_images\Sunflower\87a2f81a94.jpg,Sunflower
data/flower_images\Lotus\c593e0534a.jpg,Lotus
data/flower_images\Lotus\e0fc1c1e2a.jpg,Lotus
data/flower_images\Lotus\43621e2772.jpg,Lotus
data/flower_images\Tulip\83632c2cc0.jpg,Tulip
data/flower_images\Orchid\42c828924e.jpg,Orchid
data/flower_images\Orchid\c4ec40ca9c.jpg,Orchid
data/flower_images\Sunflower\96c5983390.jpg,Sunflower
data/flower_images\Lilly\84e3751150.jpg,Lilly
data/flower_images\Tulip\41cd4ccfdd.jpg,Tulip
data/flower_images\Orchid\f0a35c4cee.jpg,Orchid
data/flower_images\Lilly\60a779d75a.jpg,Lilly
data/flower_images\Lotus\914cb149ff.jpg,Lotus
data/flower_images\Sunflower\cfd97a9ee4.jpg,Sunflower
data/flower_images\Lotus\f490a72f48.jpg,Lotus
data/flower_images\Tulip\bddc3e5cc4.jpg,Tulip
data/flower_images\Lilly\590f5d7b01.jpg,Lilly
data/flower_images\Orchid\7218a8113c.jpg,Orchid
data/flower_images\Orchid\419d357a01.jpg,Orchid
data/flower_images\Tulip\28256c049f.jpg,Tulip
data/flower_images\Lotus\b84e899b04.jpg,Lotus
data/flower_images\Lotus\0e8428ce72.jpg,Lotus
data/flower_images\Lilly\94fa22a98c.jpg,Lilly
data/flower_images\Lilly\834ddd0190.jpg,Lilly
data/flower_images\Tulip\c36a084bd5.jpg,Tulip
data/flower_images\Tulip\4c7c92a8fb.jpg,Tulip
data/flower_images\Orchid\7bcf37dda3.jpg,Orchid
data/flower_images\Lotus\15c93813c5.jpg,Lotus
data/flower_images\Sunflower\95f4d49e97.jpg,Sunflower
data/flower_images\Tulip\c7f63392d4.jpg,Tulip
data/flower_images\Tulip\7e28f68c73.jpg,Tulip
data/flower_images\Lotus\4cd568939a.jpg,Lotus
data/flower_images\Lotus\d18dfe6016.jpg,Lotus
data/flower_images\Lilly\c8e0a9dce8.jpg,Lilly
data/flower_images\Lilly\c8e5cabe4c.jpg,Lilly
data/flower_images\Tulip\1b6a0de156.jpg,Tulip
data/flower_images\Lotus\dcdd2c5d4c.jpg,Lotus
data/flower_images\Tulip\c456bb3e39.jpg,Tulip
data/flower_images\Lotus\f96bec2961.jpg,Lotus
data/flower_images\Sunflower\39fc3c92a7.jpg,Sunflower
data/flower_images\Sunflower\e513159465.jpg,Sunflower
data/flower_images\Tulip\fd4936f798.jpg,Tulip
data/flower_images\Sunflower\54b1abb54e.jpg,Sunflower
data/flower_images\Lotus\893b6ad7c4.jpg,Lotus
data/flower_images\Lotus\6a7cf96b41.jpg,Lotus
data/flower_images\Tulip\4886d624df.jpg,Tulip
data/flower_images\Tulip\a712522640.jpg,Tulip
data/flower_images\Lilly\177cf77bf7.jpg,Lilly
data/flower_images\Lilly\d9effa3ca2.jpg,Lilly
data/flower_images\Orchid\5bdd69e19c.jpg,Orchid
data/flower_images\Lilly\061b383a6f.jpg,Lilly
data/flower_images\Sunflower\6b16a59c59.jpg,Sunflower
data/flower_images\Orchid\c8889d6ec9.jpg,Orchid
data/flower_images\Tulip\8f31a6b674.jpg,Tulip
data/flower_images\Lotus\922032a7d8.jpg,Lotus
data/flower_images\Sunflower\1901f501f5.jpg,Sunflower
data/flower_images\Sunflower\27b7b25eeb.jpg,Sunflower
data/flower_images\Lilly\f7636591a2.jpg,Lilly
data/flower_images\Lotus\b86f6c748d.jpg,Lotus
data/flower_images\Sunflower\32d2002d4e.jpg,Sunflower
data/flower_images\Tulip\5c9d5ec006.jpg,Tulip
data/flower_images\Tulip\d1661121ff.jpg,Tulip
data/flower_images\Lotus\1897734ce7.jpg,Lotus
data/flower_images\Tulip\2698ca6e79.jpg,Tulip
data/flower_images\Orchid\d740d078f5.jpg,Orchid
data/flower_images\Lilly\e01dc333b0.jpg,Lilly
data/flower_images\Tulip\ed0a34c865.jpg,Tulip
data/flower_images\Sunflower\b0153af792.jpg,Sunflower
data/flower_images\Tulip\90dac9c1e8.jpg,Tulip
data/flower_images\Sunflower\909f9c6661.jpg,Sunflower
data/flower_images\Tulip\639c5c8a38.jpg,Tulip
data/flower_images\Lilly\82cb61e4a1.jpg,Lilly
data/flower_images\Tulip\9de6048377.jpg,Tulip
data/flower_images\Lilly\ba5381c0cc.jpg,Lilly
data/flower_images\Lotus\7509c9970f.jpg,Lotus
data/flower_images\Sunflower\f6fbe85c82.jpg,Sunflower
data/flower_images\Tulip\b51e0a4bd2.jpg,Tulip
data/flower_images\Orchid\85a0265b0d.jpg,Orchid
data/flower_images\Orchid\ff3e9f1ddf.jpg,Orchid
data/flower_images\Orchid\221eba3e3a.jpg,Orchid
data/flower_images\Orchid\ead20072a5.jpg,Orchid
data/flower_images\Tulip\c2104070f2.jpg,Tulip
data/flower_images\Lilly\e5c38256a6.jpg,Lilly
data/flower_images\Sunflower\a8e6270a32.jpg,Sunflower
data/flower_images\Lotus\07a7f92485.jpg,Lotus
data/flower_images\Orchid\85a9bf4f72.jpg,Orchid
data/flower_images\Orchid\713e5f6c4e.jpg,Orchid
data/flower_images\Lilly\f122cabc90.jpg,Lilly
data/flower_images\Sunflower\cd649a1eb1.jpg,Sunflower
data/flower_images\Tulip\c38e2ea28b.jpg,Tulip
data/flower_images\Lilly\b4f3ccee20.jpg,Lilly
data/flower_images\Tulip\0dba7c4d5b.jpg,Tulip
data/flower_images\Lilly\adc1a9b5df.jpg,Lilly
data/flower_images\Lilly\b1a03992c5.jpg,Lilly
data/flower_images\Sunflower\58ae538f77.jpg,Sunflower
data/flower_images\Orchid\5cd55ad20b.jpg,Orchid
data/flower_images\Orchid\43b90f6416.jpg,Orchid
data/flower_images\Sunflower\8d2032b005.jpg,Sunflower
data/flower_images\Lilly\79df54b811.jpg,Lilly
data/flower_images\Lilly\066ada304b.jpg,Lilly
data/flower_images\Orchid\bf44df8970.jpg,Orchid
data/flower_images\Lilly\dfee18775f.jpg,Lilly
data/flower_images\Orchid\75c89185d3.jpg,Orchid
data/flower_images\Lilly\e7c73d9865.jpg,Lilly
data/flower_images\Sunflower\c32ca54659.jpg,Sunflower
data/flower_images\Sunflower\c1e443c042.jpg,Sunflower
data/flower_images\Orchid\3fd90e68a4.jpg,Orchid
data/flower_images\Sunflower\d4a2eef515.jpg,Sunflower
data/flower_images\Sunflower\640b95c433.jpg,Sunflower
data/flower_images\Lotus\449b2be7b6.jpg,Lotus
data/flower_images\Lilly\7bb31a95bd.jpg,Lilly
data/flower_images\Tulip\54fdc5e647.jpg,Tulip
data/flower_images\Orchid\f4840268a0.jpg,Orchid
data/flower_images\Lotus\3843f660be.jpg,Lotus
data/flower_images\Lilly\4a57067c87.jpg,Lilly
data/flower_images\Lilly\fa83a551a9.jpg,Lilly
data/flower_images\Orchid\174cc36c52.jpg,Orchid
data/flower_images\Lotus\3f743cf899.jpg,Lotus
data/flower_images\Orchid\6708746d22.jpg,Orchid
data/flower_images\Lilly\8efaf49b69.jpg,Lilly
data/flower_images\Lotus\712578266f.jpg,Lotus
data/flower_images\Lilly\fb876a347b.jpg,Lilly
data/flower_images\Sunflower\eb2245758d.jpg,Sunflower
data/flower_images\Sunflower\71f6e86d3d.jpg,Sunflower
data/flower_images\Lilly\9272958192.jpg,Lilly
data/flower_images\Sunflower\ab3585a4f8.jpg,Sunflower
data/flower_images\Orchid\87fd2802bd.jpg,Orchid
data/flower_images\Lotus\59067131de.jpg,Lotus
data/flower_images\Lotus\0296b1fcff.jpg,Lotus
data/flower_images\Lilly\aa311aca4c.jpg,Lilly
data/flower_images\Orchid\6cf694a27a.jpg,Orchid
data/flower_images\Orchid\e556e05232.jpg,Orchid
data/flower_images\Lilly\7279c9b30d.jpg,Lilly
data/flower_images\Sunflower\d23d1e231c.jpg,Sunflower
data/flower_images\Sunflower\c37470a21d.jpg,Sunflower
data/flower_images\Sunflower\b79658eddc.jpg,Sunflower
data/flower_images\Lilly\5a475651c5.jpg,Lilly
data/flower_images\Orchid\101bc1b173.jpg,Orchid
data/flower_images\Tulip\6dca858d84.jpg,Tulip
data/flower_images\Sunflower\cdac7ac264.jpg,Sunflower
data/flower_images\Lotus\b5ebec5250.jpg,Lotus
data/flower_images\Tulip\520069c91e.jpg,Tulip
data/flower_images\Lotus\8e5d7efb3f.jpg,Lotus
data/flower_images\Lotus\40dcb643d4.jpg,Lotus
data/flower_images\Lotus\fa5fca6f56.jpg,Lotus
data/flower_images\Lilly\4d941abea8.jpg,Lilly
data/flower_images\Lotus\8e22cd5672.jpg,Lotus
data/flower_images\Orchid\02f059f29f.jpg,Orchid
data/flower_images\Lilly\9392e439de.jpg,Lilly
data/flower_images\Sunflower\54c236f5b2.jpg,Sunflower
data/flower_images\Orchid\6a822ea0fc.jpg,Orchid
data/flower_images\Orchid\23630e70b2.jpg,Orchid
data/flower_images\Tulip\615a625271.jpg,Tulip
data/flower_images\Orchid\6c19ae9b03.jpg,Orchid
data/flower_images\Orchid\b5f4e0934a.jpg,Orchid
data/flower_images\Lilly\6c1a9e5e43.jpg,Lilly
data/flower_images\Orchid\9878848b8f.jpg,Orchid
data/flower_images\Lotus\0f8e44ea8f.jpg,Lotus
data/flower_images\Sunflower\f686a0c3f2.jpg,Sunflower
data/flower_images\Tulip\8c268a8365.jpg,Tulip
data/flower_images\Lilly\8b2fad88f7.jpg,Lilly
data/flower_images\Tulip\5984f54d1a.jpg,Tulip
data/flower_images\Sunflower\ed2611dca1.jpg,Sunflower
data/flower_images\Tulip\b9037b5e64.jpg,Tulip
data/flower_images\Orchid\7a4edc0a6c.jpg,Orchid
data/flower_images\Tulip\b7c89b59e6.jpg,Tulip
data/flower_images\Lilly\5a0e606efc.jpg,Lilly
data/flower_images\Lotus\30f0eb6874.jpg,Lotus
data/flower_images\Lotus\ba291dbc1d.jpg,Lotus
data/flower_images\Sunflower\68289471e3.jpg,Sunflower
data/flower_images\Orchid\9e64632795.jpg,Orchid
data/flower_images\Tulip\1cd604a35b.jpg,Tulip
data/flower_images\Orchid\d2f717d5ae.jpg,Orchid
data/flower_images\Lotus\b7ddf08fb3.jpg,Lotus
data/flower_images\Orchid\da889013c0.jpg,Orchid
data/flower_images\Orchid\a0cf935688.jpg,Orchid
data/flower_images\Orchid\6a2edb66d8.jpg,Orchid
data/flower_images\Orchid\25778bd673.jpg,Orchid
data/flower_images\Sunflower\3ba7b20bf1.jpg,Sunflower
data/flower_images\Orchid\673ab53530.jpg,Orchid
data/flower_images\Sunflower\36faf554de.jpg,Sunflower
data/flower_images\Sunflower\ec26e37f31.jpg,Sunflower
data/flower_images\Lotus\4aa60f51e0.jpg,Lotus
data/flower_images\Sunflower\ca3a81a48b.jpg,Sunflower
data/flower_images\Tulip\e4949001ea.jpg,Tulip
data/flower_images\Tulip\734fbfcf36.jpg,Tulip
data/flower_images\Orchid\182d462d0d.jpg,Orchid
data/flower_images\Lotus\e49ab32c7b.jpg,Lotus
data/flower_images\Tulip\9ecdbd08aa.jpg,Tulip
data/flower_images\Lotus\9b197dd2a6.jpg,Lotus
data/flower_images\Lotus\585aa59a95.jpg,Lotus
data/flower_images\Tulip\693bc8a3da.jpg,Tulip
data/flower_images\Orchid\2b3824853f.jpg,Orchid
data/flower_images\Orchid\6934988bce.jpg,Orchid
data/flower_images\Tulip\c66c53eb9d.jpg,Tulip
data/flower_images\Orchid\468bfad7a0.jpg,Orchid
data/flower_images\Tulip\7a0eae8f04.jpg,Tulip
data/flower_images\Sunflower\1d23db106f.jpg,Sunflower
data/flower_images\Lotus\236a1999ad.jpg,Lotus
data/flower_images\Sunflower\e277769366.jpg,Sunflower
data/flower_images\Lilly\f74f57eefc.jpg,Lilly
data/flower_images\Lilly\c9b4ac8823.jpg,Lilly
data/flower_images\Sunflower\048f18b0d3.jpg,Sunflower
data/flower_images\Lotus\b9117400e5.jpg,Lotus
data/flower_images\Sunflower\6194a849b1.jpg,Sunflower
data/flower_images\Lilly\0b1b4fb598.jpg,Lilly
data/flower_images\Lilly\74fd14bf0d.jpg,Lilly
data/flower_images\Lilly\e6ac9c9b5f.jpg,Lilly
data/flower_images\Tulip\1466f7e4a6.jpg,Tulip
data/flower_images\Lotus\326745c2cb.jpg,Lotus
data/flower_images\Lotus\46c6cee4d0.jpg,Lotus
data/flower_images\Orchid\654a982737.jpg,Orchid
data/flower_images\Lilly\0c1ec48a64.jpg,Lilly
data/flower_images\Lilly\f786f02f2a.jpg,Lilly
data/flower_images\Sunflower\319530fbec.jpg,Sunflower
data/flower_images\Lilly\f9b1d0d881.jpg,Lilly
data/flower_images\Sunflower\e41e068961.jpg,Sunflower
data/flower_images\Tulip\1080d7efb4.jpg,Tulip
data/flower_images\Lotus\6bc12da5ed.jpg,Lotus
data/flower_images\Sunflower\55eee0f3d6.jpg,Sunflower
data/flower_images\Lotus\914f27c4f6.jpg,Lotus
data/flower_images\Lilly\0c98308a08.jpg,Lilly
data/flower_images\Lotus\7cac937a56.jpg,Lotus
data/flower_images\Sunflower\de5b0b47d0.jpg,Sunflower
data/flower_images\Lilly\2e27705156.jpg,Lilly
data/flower_images\Lotus\5bd4f04441.jpg,Lotus
data/flower_images\Orchid\c5857d4a3e.jpg,Orchid
data/flower_images\Sunflower\a3a7fa3e89.jpg,Sunflower
data/flower_images\Tulip\c245a1c64a.jpg,Tulip
data/flower_images\Tulip\0114cccec9.jpg,Tulip
data/flower_images\Orchid\adccd5993a.jpg,Orchid
data/flower_images\Tulip\b67ab0aff6.jpg,Tulip
data/flower_images\Tulip\0558743f7c.jpg,Tulip
data/flower_images\Lotus\a6f2c715c6.jpg,Lotus
data/flower_images\Lotus\4bb6bee863.jpg,Lotus
data/flower_images\Lotus\62da13cc2a.jpg,Lotus
data/flower_images\Lotus\ee4f02cc67.jpg,Lotus
data/flower_images\Lilly\910b1e8c3b.jpg,Lilly
data/flower_images\Tulip\36f183ebd5.jpg,Tulip
data/flower_images\Sunflower\28f94f5003.jpg,Sunflower
data/flower_images\Orchid\06fc63a79a.jpg,Orchid
data/flower_images\Lilly\e1822b1bf5.jpg,Lilly
data/flower_images\Sunflower\f2b240f17b.jpg,Sunflower
data/flower_images\Lilly\c3fa222dec.jpg,Lilly
data/flower_images\Lilly\2cc7d01b01.jpg,Lilly
data/flower_images\Lilly\001ff6656j.jpg,Lilly
data/flower_images\Orchid\4587dffd03.jpg,Orchid
data/flower_images\Sunflower\3680b8b0de.jpg,Sunflower
data/flower_images\Orchid\1d043ac951.jpg,Orchid
data/flower_images\Lilly\d604dca24e.jpg,Lilly
data/flower_images\Orchid\bb57094c60.jpg,Orchid
data/flower_images\Orchid\79fcccfaf8.jpg,Orchid
data/flower_images\Sunflower\a9183aa805.jpg,Sunflower
data/flower_images\Lotus\9cbad0bff3.jpg,Lotus
data/flower_images\Lotus\c83e5ab7ba.jpg,Lotus
data/flower_images\Lotus\ea94fa6287.jpg,Lotus
data/flower_images\Lotus\0c58cee30f.jpg,Lotus
data/flower_images\Tulip\b927370178.jpg,Tulip
data/flower_images\Lotus\8dda00f1df.jpg,Lotus
data/flower_images\Orchid\bacb60f2a8.jpg,Orchid
data/flower_images\Sunflower\b7d536c31a.jpg,Sunflower
data/flower_images\Tulip\9d7eb98e27.jpg,Tulip
data/flower_images\Lilly\0f6847636c4.jpg,Lilly
data/flower_images\Lotus\cca292de11.jpg,Lotus
data/flower_images\Lotus\e99fa570cf.jpg,Lotus
data/flower_images\Orchid\4e6a6ad0da.jpg,Orchid
data/flower_images\Orchid\920bf5d477.jpg,Orchid
data/flower_images\Orchid\ca5cad569a.jpg,Orchid
data/flower_images\Tulip\14ee98182d.jpg,Tulip
data/flower_images\Tulip\1cb0200f6c.jpg,Tulip
data/flower_images\Lilly\d0920bfa34.jpg,Lilly
data/flower_images\Tulip\bde00d3df5.jpg,Tulip
data/flower_images\Sunflower\2d69667506.jpg,Sunflower
data/flower_images\Sunflower\6549016da0.jpg,Sunflower
data/flower_images\Lotus\657d3d8fb3.jpg,Lotus
data/flower_images\Sunflower\907c5d21eb.jpg,Sunflower
data/flower_images\Tulip\dfdc506610.jpg,Tulip
data/flower_images\Lilly\dfe00912ae.jpg,Lilly
data/flower_images\Sunflower\cd33cd2653.jpg,Sunflower
data/flower_images\Lotus\9eba908b01.jpg,Lotus
data/flower_images\Lotus\9c22b62ade.jpg,Lotus
data/flower_images\Lilly\c260a687ef.jpg,Lilly
data/flower_images\Orchid\9fa6018364.jpg,Orchid
data/flower_images\Tulip\aba0a3eae8.jpg,Tulip
data/flower_images\Orchid\47592a4edc.jpg,Orchid
data/flower_images\Lotus\dee15923c4.jpg,Lotus
data/flower_images\Lotus\1615f8a5da.jpg,Lotus
data/flower_images\Lilly\025ef3ea44.jpg,Lilly
data/flower_images\Sunflower\9bb5a73593.jpg,Sunflower
data/flower_images\Lotus\5474a93003.jpg,Lotus
data/flower_images\Sunflower\6314d5936f.jpg,Sunflower
data/flower_images\Lotus\77359d1404.jpg,Lotus
data/flower_images\Lilly\cc5926d8f4.jpg,Lilly
data/flower_images\Tulip\410f2fd3d5.jpg,Tulip
data/flower_images\Sunflower\fc5662eec3.jpg,Sunflower
data/flower_images\Sunflower\c675e4138d.jpg,Sunflower
data/flower_images\Orchid\1cf162c110.jpg,Orchid
data/flower_images\Tulip\3c3a5f9649.jpg,Tulip
data/flower_images\Tulip\f5422364db.jpg,Tulip
data/flower_images\Orchid\3efe241671.jpg,Orchid
data/flower_images\Sunflower\3547b48bcf.jpg,Sunflower
data/flower_images\Lilly\f50020f37d.jpg,Lilly
data/flower_images\Sunflower\68225675b9.jpg,Sunflower
data/flower_images\Sunflower\c2791bf5e0.jpg,Sunflower
data/flower_images\Lilly\65d9916c17.jpg,Lilly
data/flower_images\Orchid\a3de521159.jpg,Orchid
data/flower_images\Tulip\d8a45a54b3.jpg,Tulip
data/flower_images\Orchid\ff8af0eed7.jpg,Orchid
data/flower_images\Lilly\b2a8e1cb9e.jpg,Lilly
data/flower_images\Lilly\6d349e828a.jpg,Lilly
data/flower_images\Lilly\4d2efa5423.jpg,Lilly
data/flower_images\Tulip\dcbd1aaa69.jpg,Tulip
data/flower_images\Lilly\29b320cb91.jpg,Lilly
data/flower_images\Tulip\628b18dc52.jpg,Tulip
data/flower_images\Orchid\07d1e15cc7.jpg,Orchid
data/flower_images\Tulip\44b7264554.jpg,Tulip
data/flower_images\Lotus\2a89c783b1.jpg,Lotus
data/flower_images\Sunflower\7dcba9642a.jpg,Sunflower
data/flower_images\Orchid\0b9620765c.jpg,Orchid
data/flower_images\Orchid\a271270fa3.jpg,Orchid
data/flower_images\Tulip\5d9acbc6ce.jpg,Tulip
data/flower_images\Lilly\571aa37cf1.jpg,Lilly
data/flower_images\Sunflower\dd1e7705d3.jpg,Sunflower
data/flower_images\Tulip\a25da3c6f6.jpg,Tulip
data/flower_images\Orchid\f8f31273de.jpg,Orchid
data/flower_images\Lilly\47869a8d47.jpg,Lilly
data/flower_images\Orchid\6fd6bc726f.jpg,Orchid
data/flower_images\Lotus\4403434340.jpg,Lotus
data/flower_images\Lotus\c6e56a6d40.jpg,Lotus
data/flower_images\Sunflower\825e226219.jpg,Sunflower
data/flower_images\Lilly\484ea5b126.jpg,Lilly
data/flower_images\Lilly\b0680edccf.jpg,Lilly
data/flower_images\Lilly\bcef761e44.jpg,Lilly
data/flower_images\Lilly\40bd97213d.jpg,Lilly
data/flower_images\Lilly\51a44de867.jpg,Lilly
data/flower_images\Lilly\79f9d154e3.jpg,Lilly
data/flower_images\Orchid\07b471f3f4.jpg,Orchid
data/flower_images\Lilly\f2f0eeceb1.jpg,Lilly
data/flower_images\Sunflower\cf67a594a4.jpg,Sunflower
data/flower_images\Lilly\cdbb0cee02.jpg,Lilly
data/flower_images\Tulip\83daf742c0.jpg,Tulip
data/flower_images\Lotus\eaaadcb7a7.jpg,Lotus
data/flower_images\Tulip\9944af55c3.jpg,Tulip
data/flower_images\Sunflower\7ab892f443.jpg,Sunflower
data/flower_images\Lotus\4d3a2e955b.jpg,Lotus
data/flower_images\Tulip\06308baea6.jpg,Tulip
data/flower_images\Lotus\cf73fbc3ab.jpg,Lotus
data/flower_images\Lilly\be262f9be7.jpg,Lilly
data/flower_images\Lilly\4241b39d49.jpg,Lilly
data/flower_images\Orchid\78c289ff8f.jpg,Orchid
data/flower_images\Lilly\88510c29d3.jpg,Lilly
data/flower_images\Sunflower\3cf16282b1.jpg,Sunflower
data/flower_images\Lilly\baa051cae9.jpg,Lilly
data/flower_images\Lilly\50923fb339.jpg,Lilly
data/flower_images\Sunflower\c79656e02f.jpg,Sunflower
data/flower_images\Orchid\ee7e2a5c29.jpg,Orchid
data/flower_images\Lotus\22575e98bb.jpg,Lotus
data/flower_images\Lotus\748924a5db.jpg,Lotus
data/flower_images\Tulip\e9fd559834.jpg,Tulip
data/flower_images\Lilly\04067b91d6.jpg,Lilly
data/flower_images\Sunflower\39e6283345.jpg,Sunflower
data/flower_images\Orchid\c35a97fb04.jpg,Orchid
data/flower_images\Sunflower\77311eea11.jpg,Sunflower
data/flower_images\Lilly\e8acb7b28a.jpg,Lilly
data/flower_images\Sunflower\0844c89f41.jpg,Sunflower
data/flower_images\Lotus\5f93c61752.jpg,Lotus
data/flower_images\Sunflower\95a128bf99.jpg,Sunflower
data/flower_images\Orchid\8ff2e5b3dd.jpg,Orchid
data/flower_images\Sunflower\985c14d709.jpg,Sunflower
data/flower_images\Lilly\0c7b09b5d3.jpg,Lilly
data/flower_images\Lilly\5b91dfcbdf.jpg,Lilly
data/flower_images\Tulip\193634aad7.jpg,Tulip
data/flower_images\Lilly\31e855cedd.jpg,Lilly
data/flower_images\Sunflower\08bb32cf1b.jpg,Sunflower
data/flower_images\Orchid\fb9a7db129.jpg,Orchid
data/flower_images\Lotus\30f63e2e2b.jpg,Lotus
data/flower_images\Orchid\d867c71896.jpg,Orchid
data/flower_images\Tulip\85a7292511.jpg,Tulip
data/flower_images\Lotus\1df39c43cf.jpg,Lotus
data/flower_images\Orchid\3f324eb9cf.jpg,Orchid
data/flower_images\Orchid\a9920a29a1.jpg,Orchid
data/flower_images\Sunflower\b630a73401.jpg,Sunflower
data/flower_images\Sunflower\37a1eb75fc.jpg,Sunflower
data/flower_images\Lotus\2f1add56bd.jpg,Lotus
data/flower_images\Tulip\2dfbedbeaf.jpg,Tulip
data/flower_images\Tulip\4866e5855e.jpg,Tulip
data/flower_images\Lilly\99f6aaedea.jpg,Lilly
data/flower_images\Tulip\e7a3fd9731.jpg,Tulip
